Cyc#,Step,TestTime(s),StepTime(s),Capacity(Ah),Watt-hr,Current(A),Voltage(V),DPt Time,Temp 1,EV Temp
889,11,"5,704,939.47",  0d 00:40:20.05,"1,008.2996","3,923.90","1,499.9619",4.1431,1,30.08,0.0
889,11,"5,704,944.47",  0d 00:40:25.05,"1,010.3828","3,932.54","1,499.9619",4.1440,1,30.02,0.0
889,11,"5,704,949.47",  0d 00:40:30.05,"1,012.4661","3,941.17","1,499.9619",4.1449,1,29.99,0.0
889,11,"5,704,954.47",  0d 00:40:35.05,"1,014.5493","3,949.81","1,499.9619",4.1464,1,30.08,0.0
889,11,"5,704,959.47",  0d 00:40:40.05,"1,016.6325","3,958.44","1,499.8093",4.1473,1,30.12,0.0
889,11,"5,704,964.47",  0d 00:40:45.05,"1,018.7158","3,967.09","1,499.8093",4.1487,1,30.04,0.0
889,11,"5,704,969.47",  0d 00:40:50.05,"1,020.7990","3,975.73","1,500.0381",4.1496,1,29.97,0.0
889,11,"5,704,974.47",  0d 00:40:55.05,"1,022.8823","3,984.38","1,500.1144",4.1513,1,30.08,0.0
889,11,"5,704,979.47",  0d 00:41:00.05,"1,024.9655","3,993.02","1,500.0381",4.1521,1,30.15,0.0
889,11,"5,704,984.47",  0d 00:41:05.05,"1,027.0487","4,001.68","1,499.8856",4.1533,1,30.10,0.0
889,11,"5,704,989.47",  0d 00:41:10.05,"1,029.1320","4,010.33","1,499.9619",4.1543,1,30.00,0.0
889,11,"5,704,994.47",  0d 00:41:15.05,"1,031.2152","4,018.99","1,499.8856",4.1560,1,30.02,0.0
889,11,"5,704,999.47",  0d 00:41:20.05,"1,033.2985","4,027.64","1,499.8856",4.1569,1,30.12,0.0
889,11,"5,705,004.47",  0d 00:41:25.05,"1,035.3817","4,036.31","1,499.8856",4.1583,1,30.12,0.0
889,11,"5,705,009.47",  0d 00:41:30.05,"1,037.4650","4,044.97","1,500.1144",4.1597,1,30.02,0.0
889,11,"5,705,014.47",  0d 00:41:35.05,"1,039.5482","4,053.64","1,499.8856",4.1612,1,29.97,0.0
889,11,"5,705,019.47",  0d 00:41:40.05,"1,041.6314","4,062.31","1,499.8856",4.1623,1,30.07,0.0
889,11,"5,705,024.47",  0d 00:41:45.05,"1,043.7147","4,070.98","1,499.9619",4.1633,1,30.10,0.0
889,11,"5,705,029.47",  0d 00:41:50.05,"1,045.7979","4,079.65","1,499.8093",4.1650,1,30.02,0.0
889,11,"5,705,034.47",  0d 00:41:55.05,"1,047.8812","4,088.33","1,499.9619",4.1664,1,29.99,0.0
889,11,"5,705,039.47",  0d 00:42:00.05,"1,049.9644","4,097.01","1,499.9619",4.1675,1,29.99,0.0
889,11,"5,705,044.47",  0d 00:42:05.05,"1,052.0476","4,105.70","1,499.9619",4.1691,1,30.07,0.0
889,11,"5,705,049.47",  0d 00:42:10.05,"1,054.1309","4,114.38","1,499.8856",4.1705,1,30.05,0.0
889,11,"5,705,054.47",  0d 00:42:15.05,"1,056.2141","4,123.07","1,499.8856",4.1720,1,29.94,0.0
889,11,"5,705,059.47",  0d 00:42:20.05,"1,058.2974","4,131.77","1,499.8093",4.1736,1,29.99,0.0
889,11,"5,705,064.47",  0d 00:42:25.05,"1,060.3806","4,140.46","1,499.9619",4.1749,1,30.08,0.0
889,11,"5,705,069.47",  0d 00:42:30.05,"1,062.4638","4,149.16","1,499.8856",4.1768,1,30.07,0.0
889,11,"5,705,074.47",  0d 00:42:35.05,"1,064.5471","4,157.86","1,500.1144",4.1781,1,29.95,0.0
889,11,"5,705,079.47",  0d 00:42:40.05,"1,066.6303","4,166.57","1,499.8093",4.1798,1,29.97,0.0
889,11,"5,705,084.47",  0d 00:42:45.05,"1,068.7136","4,175.28","1,499.9619",4.1810,1,30.08,0.0
889,11,"5,705,089.47",  0d 00:42:50.05,"1,070.7968","4,183.99","1,499.9619",4.1830,1,30.13,0.0
889,11,"5,705,094.47",  0d 00:42:55.05,"1,072.8800","4,192.71","1,500.1144",4.1846,1,30.04,0.0
889,11,"5,705,099.47",  0d 00:43:00.05,"1,074.9633","4,201.43","1,499.8856",4.1867,1,29.95,0.0
889,11,"5,705,104.47",  0d 00:43:05.05,"1,077.0465","4,210.15","1,499.8856",4.1882,1,30.07,0.0
889,11,"5,705,109.47",  0d 00:43:10.05,"1,079.1298","4,218.88","1,499.9619",4.1897,1,30.15,0.0
889,11,"5,705,114.47",  0d 00:43:15.05,"1,081.2130","4,227.61","1,499.8856",4.1916,1,30.10,0.0
889,11,"5,705,119.47",  0d 00:43:20.05,"1,083.2963","4,236.34","1,499.8856",4.1934,1,29.99,0.0
889,11,"5,705,124.47",  0d 00:43:25.05,"1,085.3795","4,245.08","1,499.8856",4.1954,1,30.04,0.0
889,11,"5,705,129.47",  0d 00:43:30.05,"1,087.4627","4,253.82","1,499.8856",4.1969,1,30.13,0.0
889,11,"5,705,134.47",  0d 00:43:35.05,"1,089.5460","4,262.57","1,499.9619",4.1989,1,30.13,0.0
889,11,"5,705,139.47",  0d 00:43:40.05,"1,091.6264","4,271.30","1,488.7465",4.2004,1,30.02,0.0
889,11,"5,705,144.47",  0d 00:43:45.05,"1,093.6688","4,279.88","1,452.2011",4.2007,1,29.99,0.0
889,11,"5,705,149.47",  0d 00:43:50.05,"1,095.6595","4,288.24","1,414.8165",4.2001,1,30.08,0.0
889,11,"5,705,154.47",  0d 00:43:55.05,"1,097.6020","4,296.40","1,384.2222",4.2003,1,30.12,0.0
889,11,"5,705,159.47",  0d 00:44:00.05,"1,099.5066","4,304.40","1,358.8159",4.2001,1,30.02,0.0
889,11,"5,705,164.47",  0d 00:44:05.05,"1,101.3774","4,312.26","1,335.2407",4.2001,1,29.95,0.0
889,11,"5,705,169.47",  0d 00:44:10.05,"1,103.2166","4,319.98","1,313.8781",4.2001,1,30.04,0.0
889,11,"5,705,174.47",  0d 00:44:15.05,"1,105.0260","4,327.58","1,292.4392",4.2003,1,30.12,0.0
889,11,"5,705,179.47",  0d 00:44:20.05,"1,106.8063","4,335.06","1,270.7713",4.2001,1,30.05,0.0
889,11,"5,705,184.47",  0d 00:44:25.05,"1,108.5582","4,342.42","1,252.0027",4.2001,1,29.97,0.0
889,11,"5,705,189.47",  0d 00:44:30.05,"1,110.2831","4,349.66","1,232.3186",4.2001,1,30.05,0.0
889,11,"5,705,194.47",  0d 00:44:35.05,"1,111.9828","4,356.80","1,214.7707",4.2000,1,30.12,0.0
889,11,"5,705,199.47",  0d 00:44:40.05,"1,113.6572","4,363.84","1,197.2229",4.2001,1,30.12,0.0
889,11,"5,705,204.47",  0d 00:44:45.05,"1,115.3064","4,370.76","1,179.2172",4.2001,1,30.00,0.0
889,11,"5,705,209.47",  0d 00:44:50.05,"1,116.9319","4,377.59","1,161.3642",4.2003,1,29.99,0.0
889,11,"5,705,214.47",  0d 00:44:55.05,"1,118.5346","4,384.32","1,145.7237",4.2000,1,30.08,0.0
889,11,"5,705,219.47",  0d 00:45:00.05,"1,120.1158","4,390.96","1,130.6172",4.1997,1,30.12,0.0
889,11,"5,705,224.47",  0d 00:45:05.05,"1,121.6750","4,397.51","1,114.1375",4.2000,1,30.00,0.0
889,11,"5,705,229.47",  0d 00:45:10.05,"1,123.2121","4,403.97","1,099.1836",4.2000,1,29.94,0.0
889,11,"5,705,234.47",  0d 00:45:15.05,"1,124.7291","4,410.34","1,085.4505",4.2000,1,30.00,0.0
889,11,"5,705,239.47",  0d 00:45:20.05,"1,126.2262","4,416.63","1,070.8019",4.2001,1,30.04,0.0
889,11,"5,705,244.47",  0d 00:45:25.05,"1,127.7040","4,422.83","1,057.1450",4.2000,1,29.97,0.0
889,11,"5,705,249.47",  0d 00:45:30.05,"1,129.1614","4,428.95","1,042.1912",4.2000,1,29.85,0.0
889,11,"5,705,254.47",  0d 00:45:35.05,"1,130.5997","4,434.99","1,028.2292",4.2001,1,29.89,0.0
889,11,"5,705,259.47",  0d 00:45:40.05,"1,132.0189","4,440.96","1,014.9538",4.2001,1,30.00,0.0
889,11,"5,705,264.47",  0d 00:45:45.05,"1,133.4207","4,446.84","1,002.5177",4.2000,1,29.99,0.0
889,11,"5,705,269.47",  0d 00:45:50.05,"1,134.8040","4,452.65",989.4713,4.2001,1,29.85,0.0
889,11,"5,705,274.47",  0d 00:45:55.05,"1,136.1701","4,458.39",977.1878,4.2000,1,29.84,0.0
889,11,"5,705,279.47",  0d 00:46:00.05,"1,137.5189","4,464.06",965.2094,4.2001,1,29.94,0.0
889,11,"5,705,284.47",  0d 00:46:05.05,"1,138.8513","4,469.65",953.3837,4.2000,1,29.95,0.0
889,11,"5,705,289.47",  0d 00:46:10.05,"1,140.1682","4,475.18",942.6261,4.2003,1,29.85,0.0
889,11,"5,705,294.47",  0d 00:46:15.05,"1,141.4678","4,480.64",929.9611,4.2001,1,29.79,0.0
889,11,"5,705,299.47",  0d 00:46:20.05,"1,142.7515","4,486.03",919.2798,4.2000,1,29.82,0.0
889,11,"5,705,304.47",  0d 00:46:25.05,"1,144.0206","4,491.36",907.9881,4.2000,1,29.89,0.0
889,11,"5,705,309.47",  0d 00:46:30.05,"1,145.2744","4,496.63",897.4594,4.2000,1,29.82,0.0
889,11,"5,705,314.47",  0d 00:46:35.05,"1,146.5132","4,501.83",886.9306,4.1998,1,29.72,0.0
889,11,"5,705,319.47",  0d 00:46:40.05,"1,147.7374","4,506.97",876.5545,4.2000,1,29.80,0.0
889,11,"5,705,324.47",  0d 00:46:45.05,"1,148.9476","4,512.06",865.9495,4.2000,1,29.92,0.0
889,11,"5,705,329.47",  0d 00:46:50.05,"1,150.1441","4,517.08",856.4889,4.2000,1,29.89,0.0
889,11,"5,705,334.47",  0d 00:46:55.05,"1,151.3266","4,522.05",846.3416,4.2000,1,29.77,0.0
889,11,"5,705,339.47",  0d 00:47:00.05,"1,152.4955","4,526.96",836.8811,4.2001,1,29.75,0.0
889,11,"5,705,344.47",  0d 00:47:05.05,"1,153.6516","4,531.81",827.9545,4.2000,1,29.85,0.0
889,11,"5,705,349.47",  0d 00:47:10.05,"1,154.7945","4,536.61",818.1888,4.1997,1,29.87,0.0
889,11,"5,705,354.47",  0d 00:47:15.05,"1,155.9251","4,541.36",810.2541,4.2000,1,29.75,0.0
889,11,"5,705,359.47",  0d 00:47:20.05,"1,157.0431","4,546.06",800.1831,4.2000,1,29.69,0.0
889,11,"5,705,364.47",  0d 00:47:25.05,"1,158.1492","4,550.70",792.5536,4.2000,1,29.75,0.0
889,11,"5,705,369.47",  0d 00:47:30.05,"1,159.2432","4,555.30",783.0930,4.2000,1,29.82,0.0
889,11,"5,705,374.47",  0d 00:47:35.05,"1,160.3251","4,559.84",774.5480,4.2000,1,29.75,0.0
889,11,"5,705,379.47",  0d 00:47:40.05,"1,161.3958","4,564.34",766.0029,4.2000,1,29.66,0.0
889,11,"5,705,384.47",  0d 00:47:45.05,"1,162.4556","4,568.79",759.2889,4.1998,1,29.69,0.0
889,11,"5,705,389.47",  0d 00:47:50.05,"1,163.5040","4,573.19",750.2861,4.1998,1,29.77,0.0
889,11,"5,705,394.47",  0d 00:47:55.05,"1,164.5417","4,577.55",742.8855,4.2000,1,29.75,0.0
889,11,"5,705,399.47",  0d 00:48:00.05,"1,165.5685","4,581.86",735.2560,4.1998,1,29.66,0.0
889,11,"5,705,404.47",  0d 00:48:05.05,"1,166.5847","4,586.13",726.4820,4.1998,1,29.66,0.0
889,11,"5,705,409.47",  0d 00:48:10.05,"1,167.5904","4,590.35",720.6073,4.1998,1,29.72,0.0
889,11,"5,705,414.47",  0d 00:48:15.05,"1,168.5862","4,594.54",713.5882,4.1998,1,29.75,0.0
889,11,"5,705,419.47",  0d 00:48:20.05,"1,169.5720","4,598.68",705.9586,4.1998,1,29.62,0.0
889,11,"5,705,424.47",  0d 00:48:25.05,"1,170.5480","4,602.78",699.2447,4.2000,1,29.56,0.0
889,11,"5,705,429.47",  0d 00:48:30.05,"1,171.5136","4,606.83",691.3100,4.1998,1,29.64,0.0
889,11,"5,705,434.47",  0d 00:48:35.05,"1,172.4704","4,610.85",685.5879,4.2000,1,29.69,0.0
889,11,"5,705,439.47",  0d 00:48:40.05,"1,173.4183","4,614.83",678.9502,4.2000,1,29.61,0.0
889,11,"5,705,444.47",  0d 00:48:45.05,"1,174.3563","4,618.77",671.8547,4.2000,1,29.52,0.0
889,11,"5,705,449.47",  0d 00:48:50.05,"1,175.2864","4,622.68",664.9119,4.2001,1,29.56,0.0
889,11,"5,705,454.47",  0d 00:48:55.05,"1,176.2063","4,626.54",659.8764,4.1998,1,29.64,0.0
889,11,"5,705,459.47",  0d 00:49:00.05,"1,177.1182","4,630.37",653.0861,4.2001,1,29.62,0.0
889,11,"5,705,464.47",  0d 00:49:05.05,"1,178.0215","4,634.16",647.5166,4.2001,1,29.49,0.0
889,11,"5,705,469.47",  0d 00:49:10.05,"1,178.9157","4,637.92",640.2686,4.1997,1,29.49,0.0
889,11,"5,705,474.47",  0d 00:49:15.05,"1,179.8019","4,641.64",635.3094,4.2000,1,29.56,0.0
889,11,"5,705,479.47",  0d 00:49:20.05,"1,180.6800","4,645.33",629.2821,4.2000,1,29.59,0.0
889,11,"5,705,484.47",  0d 00:49:25.05,"1,181.5499","4,648.98",622.8733,4.1998,1,29.51,0.0
889,11,"5,705,489.47",  0d 00:49:30.05,"1,182.4115","4,652.60",617.9141,4.1997,1,29.44,0.0
889,11,"5,705,494.47",  0d 00:49:35.05,"1,183.2654","4,656.19",612.1157,4.2000,1,29.52,0.0
889,11,"5,705,499.47",  0d 00:49:40.05,"1,184.1128","4,659.75",606.3172,4.2000,1,29.59,0.0
889,11,"5,705,504.47",  0d 00:49:45.05,"1,184.9517","4,663.27",601.5869,4.2000,1,29.52,0.0
889,11,"5,705,509.47",  0d 00:49:50.05,"1,185.7833","4,666.76",595.3307,4.2000,1,29.41,0.0
889,11,"5,705,514.47",  0d 00:49:55.05,"1,186.6075","4,670.23",591.1345,4.2000,1,29.42,0.0
889,11,"5,705,519.47",  0d 00:50:00.05,"1,187.4246","4,673.66",586.0990,4.2000,1,29.51,0.0
889,11,"5,705,524.47",  0d 00:50:05.05,"1,188.2347","4,677.06",580.6821,4.1998,1,29.49,0.0
889,11,"5,705,529.47",  0d 00:50:10.05,"1,189.0379","4,680.43",576.3333,4.2001,1,29.37,0.0
889,11,"5,705,534.47",  0d 00:50:15.05,"1,189.8343","4,683.78",571.4504,4.1998,1,29.39,0.0
889,11,"5,705,539.47",  0d 00:50:20.05,"1,190.6239","4,687.09",565.6519,4.2001,1,29.49,0.0
889,11,"5,705,544.47",  0d 00:50:25.05,"1,191.4066","4,690.38",560.4639,4.1997,1,29.49,0.0
889,11,"5,705,549.47",  0d 00:50:30.05,"1,192.1829","4,693.64",556.8780,4.2000,1,29.39,0.0
889,11,"5,705,554.47",  0d 00:50:35.05,"1,192.9525","4,696.87",552.0714,4.1998,1,29.33,0.0
889,11,"5,705,559.47",  0d 00:50:40.05,"1,193.7160","4,700.08",547.0359,4.1998,1,29.41,0.0
889,11,"5,705,564.47",  0d 00:50:45.05,"1,194.4729","4,703.26",542.9160,4.2000,1,29.46,0.0
889,11,"5,705,569.47",  0d 00:50:50.05,"1,195.2247","4,706.42",539.7879,4.2001,1,29.41,0.0
889,11,"5,705,574.47",  0d 00:50:55.05,"1,195.9701","4,709.55",535.2865,4.2000,1,29.31,0.0
889,11,"5,705,579.47",  0d 00:51:00.05,"1,196.7080","4,712.65",529.6407,4.2000,1,29.37,0.0
889,11,"5,705,584.47",  0d 00:51:05.05,"1,197.4409","4,715.72",524.9866,4.2000,1,29.46,0.0
889,11,"5,705,589.47",  0d 00:51:10.05,"1,198.1678","4,718.78",521.0956,4.2000,1,29.42,0.0
889,11,"5,705,594.47",  0d 00:51:15.05,"1,198.8889","4,721.81",517.5860,4.2000,1,29.33,0.0
889,11,"5,705,599.47",  0d 00:51:20.05,"1,199.6054","4,724.82",513.0083,4.2000,1,29.31,0.0
889,11,"5,705,604.47",  0d 00:51:25.05,"1,200.3156","4,727.80",509.3462,4.1998,1,29.41,0.0
889,11,"5,705,609.47",  0d 00:51:30.05,"1,201.0210","4,730.76",504.7684,4.2000,1,29.41,0.0
889,11,"5,705,614.47",  0d 00:51:35.05,"1,201.7205","4,733.70",501.9455,4.2001,1,29.31,0.0
889,11,"5,705,619.47",  0d 00:51:40.05,"1,202.4151","4,736.62",498.5122,4.1998,1,29.29,0.0
889,11,"5,705,624.47",  0d 00:51:45.05,"1,203.1038","4,739.51",493.4005,4.2000,1,29.39,0.0
889,11,"5,705,629.47",  0d 00:51:50.05,"1,203.7876","4,742.38",490.1198,4.2000,1,29.44,0.0
889,11,"5,705,634.47",  0d 00:51:55.05,"1,204.4665","4,745.23",486.6865,4.2000,1,29.36,0.0
889,11,"5,705,639.47",  0d 00:52:00.05,"1,205.1404","4,748.06",482.9480,4.2000,1,29.26,0.0
889,11,"5,705,644.47",  0d 00:52:05.05,"1,205.8090","4,750.87",480.3540,4.2001,1,29.33,0.0
889,11,"5,705,649.47",  0d 00:52:10.05,"1,206.4731","4,753.66",476.8444,4.1998,1,29.42,0.0
889,11,"5,705,654.47",  0d 00:52:15.05,"1,207.1324","4,756.43",473.4112,4.2000,1,29.37,0.0
889,11,"5,705,659.47",  0d 00:52:20.05,"1,207.7871","4,759.18",469.4438,4.1998,1,29.29,0.0
889,11,"5,705,664.47",  0d 00:52:25.05,"1,208.4376","4,761.91",466.0105,4.2000,1,29.31,0.0
889,11,"5,705,669.47",  0d 00:52:30.05,"1,209.0831","4,764.62",463.7980,4.1997,1,29.41,0.0
889,11,"5,705,674.47",  0d 00:52:35.05,"1,209.7242","4,767.31",459.9069,4.2000,1,29.39,0.0
889,11,"5,705,679.47",  0d 00:52:40.05,"1,210.3611","4,769.99",457.4655,4.2000,1,29.31,0.0
889,11,"5,705,684.47",  0d 00:52:45.05,"1,210.9941","4,772.65",454.3374,4.2000,1,29.24,0.0
889,11,"5,705,689.47",  0d 00:52:50.05,"1,211.6214","4,775.28",449.9886,4.2001,1,29.34,0.0
889,11,"5,705,694.47",  0d 00:52:55.05,"1,212.2450","4,777.90",447.2419,4.2000,1,29.39,0.0
889,11,"5,705,699.47",  0d 00:53:00.05,"1,212.8646","4,780.50",444.4190,4.1998,1,29.31,0.0
889,11,"5,705,704.47",  0d 00:53:05.05,"1,213.4802","4,783.09",442.8168,4.2000,1,29.21,0.0
889,11,"5,705,709.47",  0d 00:53:10.05,"1,214.0914","4,785.66",438.6206,4.2003,1,29.26,0.0
889,11,"5,705,714.47",  0d 00:53:15.05,"1,214.6983","4,788.20",435.3399,4.2000,1,29.36,0.0
889,11,"5,705,719.47",  0d 00:53:20.05,"1,215.3016","4,790.74",432.4407,4.2003,1,29.33,0.0
889,11,"5,705,724.47",  0d 00:53:25.05,"1,215.8993","4,793.25",429.2363,4.1995,1,29.23,0.0
889,11,"5,705,729.47",  0d 00:53:30.05,"1,216.4942","4,795.75",426.0319,4.2003,1,29.23,0.0
889,11,"5,705,734.47",  0d 00:53:35.05,"1,217.0857","4,798.23",423.9719,4.1997,1,29.33,0.0
889,11,"5,705,739.47",  0d 00:53:40.05,"1,217.6729","4,800.70",420.4623,4.1998,1,29.36,0.0
889,11,"5,705,744.47",  0d 00:53:45.05,"1,218.2561","4,803.15",418.7076,4.1998,1,29.28,0.0
889,11,"5,705,749.47",  0d 00:53:50.05,"1,218.8355","4,805.58",415.5795,4.2000,1,29.23,0.0
889,11,"5,705,754.47",  0d 00:53:55.05,"1,219.4111","4,808.00",413.0617,4.1998,1,29.29,0.0
889,11,"5,705,759.47",  0d 00:54:00.05,"1,219.9835","4,810.40",410.3914,4.2000,1,29.36,0.0
889,11,"5,705,764.47",  0d 00:54:05.05,"1,220.5516","4,812.79",406.6529,4.1998,1,29.28,0.0
889,11,"5,705,769.47",  0d 00:54:10.05,"1,221.1162","4,815.16",405.5085,4.2001,1,29.19,0.0
889,11,"5,705,774.47",  0d 00:54:15.05,"1,221.6771","4,817.51",401.6938,4.2000,1,29.26,0.0
889,11,"5,705,779.47",  0d 00:54:20.05,"1,222.2352","4,819.86",400.7019,4.2000,1,29.34,0.0
889,11,"5,705,784.47",  0d 00:54:25.05,"1,222.7903","4,822.19",397.5738,4.1998,1,29.33,0.0
889,11,"5,705,789.47",  0d 00:54:30.05,"1,223.3406","4,824.50",395.5901,4.2000,1,29.21,0.0
889,11,"5,705,794.47",  0d 00:54:35.05,"1,223.8877","4,826.80",392.5383,4.1998,1,29.21,0.0
889,11,"5,705,799.47",  0d 00:54:40.05,"1,224.4323","4,829.09",391.3176,4.2001,1,29.29,0.0
889,11,"5,705,804.47",  0d 00:54:45.05,"1,224.9737","4,831.36",388.9525,4.1997,1,29.31,0.0
889,11,"5,705,809.47",  0d 00:54:50.05,"1,225.5107","4,833.62",385.2140,4.1998,1,29.19,0.0
889,11,"5,705,814.47",  0d 00:54:55.05,"1,226.0453","4,835.86",383.6881,4.1998,1,29.16,0.0
889,11,"5,705,819.47",  0d 00:55:00.05,"1,226.5761","4,838.09",382.0859,4.2001,1,29.24,0.0
889,11,"5,705,824.47",  0d 00:55:05.05,"1,227.1046","4,840.31",379.1867,4.2000,1,29.29,0.0
889,11,"5,705,829.47",  0d 00:55:10.05,"1,227.6291","4,842.51",376.1349,4.1998,1,29.23,0.0
889,11,"5,705,834.47",  0d 00:55:15.05,"1,228.1508","4,844.70",374.6090,4.1998,1,29.13,0.0
889,11,"5,705,839.47",  0d 00:55:20.05,"1,228.6699","4,846.88",372.7016,4.1998,1,29.19,0.0
889,11,"5,705,844.47",  0d 00:55:25.05,"1,229.1854","4,849.05",369.8024,4.1998,1,29.28,0.0
889,11,"5,705,849.47",  0d 00:55:30.05,"1,229.6980","4,851.20",368.2002,4.2000,1,29.24,0.0
889,11,"5,705,854.47",  0d 00:55:35.05,"1,230.2073","4,853.34",364.9958,4.2000,1,29.13,0.0
889,11,"5,705,859.47",  0d 00:55:40.05,"1,230.7138","4,855.47",363.7751,4.1998,1,29.16,0.0
889,11,"5,705,864.47",  0d 00:55:45.05,"1,231.2170","4,857.58",361.4099,4.1998,1,29.23,0.0
889,11,"5,705,869.47",  0d 00:55:50.05,"1,231.7178","4,859.68",359.4263,4.1997,1,29.23,0.0
889,11,"5,705,874.47",  0d 00:55:55.05,"1,232.2160","4,861.78",357.4426,4.1998,1,29.14,0.0
889,11,"5,705,879.47",  0d 00:56:00.05,"1,232.7105","4,863.85",355.6115,4.1998,1,29.11,0.0
889,11,"5,705,884.47",  0d 00:56:05.05,"1,233.2033","4,865.92",353.2464,4.2000,1,29.19,0.0
889,11,"5,705,889.47",  0d 00:56:10.05,"1,233.6922","4,867.98",350.7286,4.1997,1,29.24,0.0
889,11,"5,705,894.47",  0d 00:56:15.05,"1,234.1782","4,870.02",348.7449,4.1997,1,29.16,0.0
889,11,"5,705,899.47",  0d 00:56:20.05,"1,234.6621","4,872.05",347.2953,4.2000,1,29.08,0.0
889,11,"5,705,904.47",  0d 00:56:25.05,"1,235.1430","4,874.07",345.5406,4.2000,1,29.13,0.0
889,11,"5,705,909.47",  0d 00:56:30.05,"1,235.6212","4,876.08",343.7858,4.1998,1,29.19,0.0
889,11,"5,705,914.47",  0d 00:56:35.05,"1,236.0970","4,878.08",342.7939,4.2000,1,29.16,0.0
889,11,"5,705,919.47",  0d 00:56:40.05,"1,236.5694","4,880.06",338.7503,4.1998,1,29.06,0.0
889,11,"5,705,924.47",  0d 00:56:45.05,"1,237.0394","4,882.03",337.3007,4.2000,1,29.06,0.0
889,11,"5,705,929.47",  0d 00:56:50.05,"1,237.5063","4,884.00",335.3933,4.1998,1,29.16,0.0
889,11,"5,705,934.47",  0d 00:56:55.05,"1,237.9709","4,885.95",333.5622,4.1998,1,29.16,0.0
889,11,"5,705,939.47",  0d 00:57:00.05,"1,238.4326","4,887.89",331.5023,4.2001,1,29.06,0.0
889,11,"5,705,944.47",  0d 00:57:05.05,"1,238.8920","4,889.82",330.4341,4.2001,1,28.99,0.0
889,11,"5,705,949.47",  0d 00:57:10.05,"1,239.3490","4,891.74",328.3742,4.2000,1,29.08,0.0
889,11,"5,705,954.47",  0d 00:57:15.05,"1,239.8034","4,893.64",326.4668,4.2000,1,29.13,0.0
889,11,"5,705,959.47",  0d 00:57:20.05,"1,240.2547","4,895.54",323.5676,4.2000,1,29.06,0.0
889,11,"5,705,964.47",  0d 00:57:25.05,"1,240.7035","4,897.42",322.8046,4.1998,1,28.99,0.0
889,11,"5,705,969.47",  0d 00:57:30.05,"1,241.1498","4,899.30",320.7446,4.1998,1,29.04,0.0
889,11,"5,705,974.47",  0d 00:57:35.05,"1,241.5946","4,901.17",319.6002,4.2000,1,29.11,0.0
889,11,"5,705,979.47",  0d 00:57:40.05,"1,242.0362","4,903.02",316.4721,4.2000,1,29.08,0.0
889,11,"5,705,984.47",  0d 00:57:45.05,"1,242.4754","4,904.87",315.9380,4.1998,1,28.98,0.0
889,11,"5,705,989.47",  0d 00:57:50.05,"1,242.9123","4,906.70",313.7255,4.2000,1,28.98,0.0
889,11,"5,705,994.47",  0d 00:57:55.05,"1,243.3472","4,908.53",312.3522,4.1998,1,29.06,0.0
889,11,"5,705,999.47",  0d 00:58:00.05,"1,243.7791","4,910.34",310.2159,4.2000,1,29.06,0.0
889,11,"5,706,004.47",  0d 00:58:05.05,"1,244.2085","4,912.14",308.7663,4.2000,1,28.96,0.0
889,11,"5,706,009.47",  0d 00:58:10.05,"1,244.6358","4,913.94",306.7063,4.1998,1,28.93,0.0
889,11,"5,706,014.47",  0d 00:58:15.05,"1,245.0619","4,915.73",305.9434,4.2000,1,29.03,0.0
889,11,"5,706,019.47",  0d 00:58:20.05,"1,245.4849","4,917.51",303.9597,4.1998,1,29.06,0.0
889,11,"5,706,024.47",  0d 00:58:25.05,"1,245.9058","4,919.27",302.4338,4.2001,1,28.99,0.0
889,11,"5,706,029.47",  0d 00:58:30.05,"1,246.3241","4,921.03",300.4501,4.2000,1,28.93,0.0
889,11,"5,706,034.47",  0d 00:58:35.05,"1,246.7401","4,922.78",299.1531,4.1997,1,29.01,0.0
889,11,"5,706,039.47",  0d 00:58:40.05,"1,247.1546","4,924.52",297.8561,4.1998,1,29.08,0.0
889,11,"5,706,044.47",  0d 00:58:45.05,"1,247.5668","4,926.25",295.4147,4.1997,1,29.04,0.0
889,11,"5,706,049.47",  0d 00:58:50.05,"1,247.9767","4,927.97",293.5836,4.2000,1,28.94,0.0
889,11,"5,706,054.47",  0d 00:58:55.05,"1,248.3841","4,929.68",292.6680,4.1998,1,28.98,0.0
889,11,"5,706,059.47",  0d 00:59:00.05,"1,248.7901","4,931.39",291.6762,4.1998,1,29.08,0.0
889,11,"5,706,064.47",  0d 00:59:05.05,"1,249.1941","4,933.08",290.6844,4.2000,1,29.08,0.0
889,11,"5,706,069.47",  0d 00:59:10.05,"1,249.5958","4,934.77",289.0059,4.1998,1,28.98,0.0
889,11,"5,706,074.47",  0d 00:59:15.05,"1,249.9956","4,936.45",287.2511,4.1998,1,28.96,0.0
889,11,"5,706,079.47",  0d 00:59:20.05,"1,250.3931","4,938.12",285.8778,4.1998,1,29.06,0.0
889,11,"5,706,084.47",  0d 00:59:25.05,"1,250.7887","4,939.78",284.2756,4.2001,1,29.13,0.0
889,11,"5,706,089.47",  0d 00:59:30.05,"1,251.1826","4,941.43",283.4363,4.2000,1,29.03,0.0
889,11,"5,706,094.47",  0d 00:59:35.05,"1,251.5747","4,943.08",281.6815,4.2000,1,28.96,0.0
889,11,"5,706,099.47",  0d 00:59:40.05,"1,251.9646","4,944.72",280.3082,4.2000,1,29.03,0.0
